,email,category,message
538,MariaBaldwin@hotmail.com,spam   ,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at Â£350! Dial 08712300220 to claim - National Rate Call. Bx526"", SW73SS,,,,,,,,,,,,"
539,RonaldAlvarado@hotmail.com,spam   ,"YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer."",,,,,,,,,,,,,"
540,Terry5325@vitstudent.ac.in,spam   ,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!"",,,,,,,,,,,,,"
541,Janet2422@hotmail.com,spam   ,"Win a Â£1000 cash prize or a prize worth Â£5000"",,,,,,,,,,,,,"
542,Michael523@yahoo.com,spam   ,"Thanks for your ringtone order"", reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182,,,,,,,,,,,,"
543,George6868@gmail.com,spam   ,"Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP"",,,,,,,,,,,,,"
544,Sharon1739@vitstudent.ac.in,spam   ,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob"", POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!,,,,,,,,,,,"
545,LaceyGallo@gmail.com,spam   ,"You are being contacted by our Dating Service by someone you know! To find out who it is"", call from your mobile or landline 09064017305 PoBox75LDNS7 ,,,,,,,,,,,,"
546,Dawn1029@gmail.com,spam   ,"TBS/PERSOLVO. been chasing us since Sept forÂ£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester."",,,,,,,,,,,,,"
547,Louis558@gmail.com,spam   ,"Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821"",,,,,,,,,,,,,"
548,Cruz.Jones@yahoo.com,spam   ,"87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077"",,,,,,,,,,,,,"
549,JohnHill@vitstudent.ac.in,spam   ,"Orange brings you ringtones from all time Chart Heroes"", with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.,,,,,,,,,,,,"
550,RogerSmith@hotmail.com,spam   ,"PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04"",,,,,,,,,,,,,"
551,RubenChristner@yahoo.com,spam   ,"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now"",,,,,,,,,,,,,"
552,Evelyn5718@hotmail.com,spam   ,"GSOH? Good with spam   the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd"",,,,,,,,,,,,,"
553,DiannKlumpp@vitstudent.ac.in,spam   ,"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599"",,,,,,,,,,,,,"
554,Jaime940@vitstudent.ac.in,spam   ,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd"", PO Box 1327 Croydon CR9 5WB 0870 is a national rate call,,,,,,,,,,,,"
555,Jennifer.Jackson@yahoo.com,spam   ,"URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm"",,,,,,,,,,,,,"
556,Alice3166@vitstudent.ac.in,spam   ,"SPJanuary Male Sale! Hot Gay chat now cheaper"", call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min),,,,,,,,,,,,"
557,David4735@vitstudent.ac.in,spam   ,"FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end"",,,,,,,,,,,,,"
558,KathrynSheppard@gmail.com,spam   ,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day"", B-Blue Day, C-Red Day. (Send A, B or C),,,,,,,,,,"
559,Luke4252@yahoo.com,spam   ,"Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's"",,,,,,,,,,,,,"
560,BonnieGabbamonte@gmail.com,spam   ,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE"", TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins,,,,,,,"
561,Joann.Cooley@gmail.com,spam   ,"Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery"",,,,,,,,,,,,,"
562,Michelle.Guess@yahoo.com,spam   ,"Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030"",,,,,,,,,,,,,"
563,Robyn3608@hotmail.com,spam   ,"Dear Voucher Holder"", To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.,,,,,,,,,,,"
564,WilliamGrant@gmail.com,spam   ,"Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX"",,,,,,,,,,,,,"
565,GingerJohnson@hotmail.com,spam   ,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Â£10"",000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+,,,,,,,,,,,,"
566,Joan.Campbell@hotmail.com,spam   ,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony"", Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX,,,,,,,,,,,,"
567,JoeyKing@gmail.com,spam   ,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+"",,,,,,,,,,,,,"
568,KatieDuffey@hotmail.com,spam   ,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk"", the original n best. Tones 3GBP network operator rates apply,,,,,,,,,,,,"
569,JohnnyTyus@yahoo.com,spam   ,"cmon babe"", make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Â£1.50. 2 cancel send STOP,,,,,,,,,,"
570,DiegoHill@yahoo.com,spam   ,"IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!"",,,,,,,,,,,,,"
571,Donald.Nosek@vitstudent.ac.in,spam   ,"Missed call alert. These numbers called but left no message. 07008009200"",,,,,,,,,,,,,"
572,Christopher7892@hotmail.com,spam   ,"FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP"",,,,,,,,,,,,,"
573,Patrick.Cozart@hotmail.com,spam   ,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame"", 1Winaweek, age16. 150ppermessSubscription,,,,,,,,,,,"
574,Samuel.Norton@gmail.com,spam   ,"Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!"",,,,,,,,,,,,,"
575,JerryAdams@gmail.com,spam   ,"Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones"",,,,,,,,,,,,,"
576,Barbara4883@yahoo.com,spam   ,"accordingly. I repeat"", just text the word ok on your mobile phone and send,,,,,,,,,,,,"
577,Carl7015@gmail.com,spam   ,"Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Â£5 by replying GET BBDELUXE and take the challenge"",,,,,,,,,,,,,"
578,Vivian.Williams@vitstudent.ac.in,spam   ,"important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!"",,,,,,,,,,,,,"
579,Helen.Hill@gmail.com,spam   ,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468"",,,,,,,,,,,,,"
580,Michael5007@gmail.com,spam   ,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why "", log onto http://www.urawinner.com there is a fantastic surprise awaiting you !,,,,,,,,,,,,"
581,AlfredGibson@hotmail.com,spam   ,"WINNER!! As a valued network customer you have been selected to receivea Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only."",,,,,,,,,,,,,"
582,RobertDriskill@hotmail.com,spam   ,"Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA"",,,,,,,,,,,,,"
583,LuisLee@gmail.com,spam   ,"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com"",,,,,,,,,,,,,"
584,Karen2896@vitstudent.ac.in,spam   ,"Please CALL 08712402578 immediately as there is an urgent message waiting for you"",,,,,,,,,,,,,"
585,MarieRegan@gmail.com,spam   ,"thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???"",,,,,,,,,,,,,"
586,Hattie.Greely@gmail.com,spam   ,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE"", TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins,,,,,,,"
587,PeterDecelle@gmail.com,spam   ,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU"",,,,,,,,,,,,,"
588,JohnPifer@hotmail.com,spam   ,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates"", play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm,,,,,,,,,,"
589,Jennifer5444@hotmail.com,spam   ,"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597"",,,,,,,,,,,,,"
590,BrendaCarter@gmail.com,spam   ,"important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!"",,,,,,,,,,,,,"
591,Maria.Ford@hotmail.com,spam   ,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84"", M26 3UZ 150p,,,,,,,,,,,,"
592,Laura5702@vitstudent.ac.in,spam   ,"Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM"",,,,,,,,,,,,,"
593,LeonardStewart@yahoo.com,spam   ,"Ur balance is now Â£600. Next question: Complete the landmark"", Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!,,,,,,,,,"
594,KevinLee@gmail.com,spam   ,"Ur TONEXS subscription has been renewed and you have been charged Â£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*"",,,,,,,,,,,,,"
595,Juan4211@hotmail.com,spam   ,"If you don't"", your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy,,,,,,,,,,,,"
596,JoeBloxham@gmail.com,spam   ,"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705"",,,,,,,,,,,,,"
597,Randolph6860@vitstudent.ac.in,spam   ,"RECPT 1/3. You have ordered a Ringtone. Your order is being processed..."",,,,,,,,,,,,,"
598,Mary.Fields@vitstudent.ac.in,spam   ,"As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP"",,,,,,,,,,,,,"
599,BonnieTanner@hotmail.com,spam   ,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with """"ADP"""""",,,,,,,,,,,,,"
600,Jeffery.Balboa@yahoo.com,spam   ,"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324"",,,,,,,,,,,,,"
601,Archie.Whitman@hotmail.com,spam   ,"Urgent UR awarded a complimentary trip to EuroDisinc Trav"", Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ,,,,,,,,,,,"
602,MitchellJennings@yahoo.com,spam   ,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send """"go stop"""" to 89123"",,,,,,,,,,,,,"
603,MaryHaage@yahoo.com,spam   ,"3. You have received your mobile content. Enjoy"",,,,,,,,,,,,,"
604,WandaCrook@yahoo.com,spam   ,"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min"",,,,,,,,,,,,,"
605,George.Monson@yahoo.com,spam   ,"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1"",50/Mtmsgrcvd18+,,,,,,,,,,,,"
606,CarlosTresvant@yahoo.com,spam   ,"SMS SERVICES. for your inclusive text credits"", pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE,,,,,,,,,,,"
607,Susan.Owen@gmail.com,spam   ,"Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a"",,,,,,,,,,,,,"
608,Lee.Hogen@vitstudent.ac.in,spam   ,"Money i have won wining number 946 wot do i do next"",,,,,,,,,,,,,"
609,Scott907@gmail.com,spam   ,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates"", play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm,,,,,,,,,,"
610,Stephen.Adams@gmail.com,spam   ,"I want some cock! My hubby's away"", I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec Â£1.50ea. OTBox 731 LA1 7WS. ),,,,,,,,,,,"
611,Gaylene4063@vitstudent.ac.in,spam   ,"Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070"",,,,,,,,,,,,,"
612,Tracey1702@gmail.com,spam   ,"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv"",,,,,,,,,,,,,"
613,MicheleLafreniere@vitstudent.ac.in,spam   ,"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd"",,,,,,,,,,,,,"
614,Sylvia7909@yahoo.com,spam   ,"""""URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50"""""",,,,,,,,,,,,,"
615,CatherineShaw@yahoo.com,spam   ,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066"",,,,,,,,,,,,,"
616,DavidSanyaro@vitstudent.ac.in,spam   ,"Had your contract mobile 11 Mnths? Latest Motorola"", Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records,,,,,,,,,,,"
617,BerryBradley@gmail.com,spam   ,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10"",000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+,,,,,,,,,,,,"
618,Daniel.Craig@gmail.com,spam   ,"For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022"", 1x150p/wk,,,,,,,,,,,,"
619,WayneMoritz@yahoo.com,spam   ,"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm"",,,,,,,,,,,,,"
620,Donald.Joseph@hotmail.com,spam   ,"Mila"", age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876,,,,,,,,,,"
621,Gail.Lesley@yahoo.com,spam   ,"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50"",,,,,,,,,,,,,"
622,Juanita.Scurlock@gmail.com,spam   ,"FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop"",,,,,,,,,,,,,"
623,Debra.Pinson@vitstudent.ac.in,spam   ,"Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B"",,,,,,,,,,,,,"
624,JuanMurray@vitstudent.ac.in,spam   ,"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!"",,,,,,,,,,,,,"
625,Nancy719@vitstudent.ac.in,spam   ,"Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply."",,,,,,,,,,,,,"
626,RobertMeans@vitstudent.ac.in,spam   ,"You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3"",,,,,,,,,,,,,"
627,Angela7539@gmail.com,spam   ,"We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705"",,,,,,,,,,,,,"
628,Juan6270@vitstudent.ac.in,spam   ,"A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611 "",,,,,,,,,,,,,"
629,Marie7953@vitstudent.ac.in,spam   ,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04"",,,,,,,,,,,,,"
630,GeorgeClick@hotmail.com,spam   ,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so"", please call 07099833605 to re-schedule. Ref:9280114,,,,,,,,,,,,"
631,BarbaraDoucet@hotmail.com,spam   ,"Hi babe its Chloe"", how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text,,,,,,,,,,,"
632,Rosie4692@hotmail.com,spam   ,"URGENT! Your Mobile No 07808726822 was awarded a Â£2"",000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU,,,,,,,,,,,,"
633,Robert.Chung@hotmail.com,spam   ,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon"", so keep an eye on ur mobile or visit www.win-82050.co.uk,,,,,,,,,,,,"
634,Jeffrey760@yahoo.com,spam   ,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST"", then save & activ8. Press 0 key for Arcade. Termsapply,,,,,,,,,,,,"
635,Aurora.Stiner@hotmail.com,spam   ,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER"", Get extra free mins/texts. Text YES for a call,,,,,,,,,,,,"
636,Julia6337@vitstudent.ac.in,spam   ,"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase"",,,,,,,,,,,,,"
637,Thomas911@gmail.com,spam   ,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."",,,,,,,,,,,,,"
638,JustinWunder@vitstudent.ac.in,spam   ,"Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n"",,,,,,,,,,,,,"
639,EveDavis@hotmail.com,spam   ,"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These.."",,,,,,,,,,,,,"
640,Edward.Wicker@vitstudent.ac.in,spam   ,"URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm"",,,,,,,,,,,,,"
641,Richard4431@vitstudent.ac.in,spam   ,"Thanks 4 your continued support Your question this week will enter u in2 our draw 4 Â£100 cash. Name the NEW US President? txt ans to 80082"",,,,,,,,,,,,,"
642,DarleneWebb@hotmail.com,spam   ,"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412"",,,,,,,,,,,,,"
643,Maria4512@gmail.com,spam   ,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10"",000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+,,,,,,,,,,,,"
644,Sophie.Johnson@vitstudent.ac.in,spam   ,"URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893"",,,,,,,,,,,,,"
645,Opal.Adams@vitstudent.ac.in,spam   ,"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com"",,,,,,,,,,,,,"
646,David.Gross@hotmail.com,spam   ,"PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05"",,,,,,,,,,,,,"
647,MatthewLopez@gmail.com,spam   ,"Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo"",,,,,,,,,,,,,"
648,Jacqueline.Smith@vitstudent.ac.in,spam   ,"u r a winner U ave been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )"",,,,,,,,,,,,,"
649,Fred2304@hotmail.com,spam   ,"New Mobiles from 2004"", MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY Â£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.,,,,,,,,,,,,"
650,Monica.Bryant@hotmail.com,spam   ,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0"",,,,,,,,,,,,,"
651,GaryPerez@yahoo.com,spam   ,"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386 "",,,,,,,,,,,,,"
652,Gerald.Winfield@vitstudent.ac.in,spam   ,"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270"",,,,,,,,,,,,,"
653,Sharon5729@yahoo.com,spam   ,"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!"",,,,,,,,,,,,,"
654,Antonio5295@yahoo.com,spam   ,"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468"",,,,,,,,,,,,,"
655,JosephWilliamson@hotmail.com,spam   ,"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"",,,,,,,,,,,,,"
656,Bonnie2952@gmail.com,spam   ,"Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award."",,,,,,,,,,,,,"
657,Joe.Grantham@yahoo.com,spam   ,"Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow"",,,,,,,,,,,,,"
658,Ellen1008@gmail.com,spam   ,"ou are guaranteed the latest Nokia Phone"", a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18,,,,,,,,,,,,"
659,Charlene1066@gmail.com,spam   ,"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw"",,,,,,,,,,,,,"
660,MariaJackson@hotmail.com,spam   ,"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers"",,,,,,,,,,,,,"
661,MarvinKatowicz@gmail.com,spam   ,"Goal! Arsenal 4 (Henry"", 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.,,,,,,,,,,,,"
662,NicolasLarson@yahoo.com,spam   ,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy"", call 08712101358 NOW! Only 10p per min. BT-national-rate,,,,,,,,,,,,"
663,Ryan2785@vitstudent.ac.in,spam   ,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p)"", see packs or lucozade.co.uk/wrc & itcould be u!,,,,,,,,,,,,"
664,James.Benge@hotmail.com,spam   ,"Hi"", the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service,,,,,,,,,,,,"
665,VictorMaddy@yahoo.com,spam   ,"Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!"",,,,,,,,,,,,,"
666,VirginiaCole@vitstudent.ac.in,spam   ,"Hi this is Amy"", we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...,,,,,,,,,,,"
667,Billy6192@yahoo.com,spam   ,"Welcome to Select"", an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.,,,,,,,,,,,,"
668,Wanda4424@gmail.com,spam   ,"Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp"",,,,,,,,,,,,,"
669,Christina.Ott@gmail.com,spam   ,"URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only"",,,,,,,,,,,,,"
670,Lorraine.Mccrossen@hotmail.com,spam   ,"You can donate Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Â£2.50 will be added to your next bill"",,,,,,,,,,,,,"
671,Chris.Brown@hotmail.com,spam   ,"goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468"",,,,,,,,,,,,,"
672,Tara6847@vitstudent.ac.in,spam   ,"Phony Â£350 award - Todays Voda numbers ending XXXX are selected to receive a Â£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app"",,,,,,,,,,,,,"
673,VickiSummers@gmail.com,spam   ,"CDs 4u: Congratulations ur awarded Â£500 of CD gift vouchers or Â£125 gift guaranteed & Freeentry 2 Â£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 "",,,,,,,,,,,,,"
674,Bessie.Dolan@gmail.com,spam   ,"You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p"",,,,,,,,,,,,,"
